SubjectID	Day_Period	Aerococcus	Anaerococcus	Ureaplasma	Parvimonas	L. iners	Finegoldia	Staphylococcus	Porphyromonas	Atopobium	Gardnerella	L. crispatus	Peptostreptococcus	Sneathia	Streptococcus	Prevotella	Peptoniphilus	Incertae_Sedis_XI.1	L. gasseri	Corynebacterium	Dialister	L.otu5	L.otu3	Ruminococcaceae.3
2.1	29	0.005548242	1.77E-05	0.000247436	0.022060544	0	0.000945244	0.000478284	7.52E-05	0.662003922	0.177363762	0.000282293	0	0	2.42E-05	0.050990814	0.008224124	0.000435338	0	0.000151839	0.000954827	0.004806317	0.000734136	0
2.1	34	0.010539448	1.74E-05	0.000249091	0.023680319	0.328290479	0.000992852	0.000455684	7.90E-05	0.497107493	0	0.000329188	0	0	2.85E-05	0.053633968	0.008477608	0.000484534	0	0.00013905	0.000974867	0.005512333	0.000776486	0
2.1	39	0.014283274	1.47E-05	0.000214927	0.021935374	0.624776434	0.000904089	0.000367175	7.17E-05	0.206375549	0	0.000330243	0	0	2.94E-05	0.053363084	0.007534911	0.00046548	0	0.000106565	0.000859517	0.00546013	0.000709339	0
2.1	44	0.017445421	1.24E-05	0.000181293	0.020026065	0.627147757	0.000816041	0.000283678	6.41E-05	0.015255822	0.192948286	0.000325668	0	0	3.03E-05	0.055652982	0.006596559	0.000440842	0	7.70E-05	0.000748127	0.005335552	0.000639374	0
2.1	49	0.023958961	1.24E-05	0.000179296	0.021650364	0.500486442	0.000878291	0.000249411	6.80E-05	0	0.306871674	0.000379459	0	0	3.73E-05	0.070458224	0.006837039	0.000494561	0	6.13E-05	0.000773359	0.00618089	0.000683428	0
2.1	54	0.032875198	1.30E-05	0.000180938	0.024181732	0.2865051	0.000984643	0.000212795	7.45E-05	0.129877425	0.349941178	0.00045592	3.44E-05	0	4.78E-05	0.09170028	0.007322719	0.000573416	0	4.42E-05	0.000829668	0.007406549	0.000756059	0
2.2	0	0.053433338	4.21E-05	0	0.002386313	0.091694075	0.001104323	0	2.25E-05	0.606193199	0.103118186	0.000207041	0.000542064	0	0.000133603	0.106819746	0.002935951	0.000159544	0	4.78E-05	0.000808621	0.005801629	0.000258756	0
2.2	5	0.053834119	4.83E-05	0	0.001730388	0.034548466	0.001201934	0	2.36E-05	0.671398242	0.110751171	0.000186759	0.000567997	0	0.000143009	0.089228797	0.003298145	0.000138415	0	7.36E-05	0.000909588	0.005825086	0.000267655	0
2.2	10	0.053222406	5.41E-05	0	0.001122087	0.052675865	0.001283307	0	2.47E-05	0.66862859	0.115635791	0.000163021	0.000581999	0	0.00014988	0.068571057	0.003650097	0.000115626	0	9.99E-05	0.001001068	0.005757304	0.000274978	0
2.2	15	0.052902932	6.04E-05	0	0.000599294	0.073089505	0.001375566	0	2.62E-05	0.659278138	0.120255652	0.000140442	0.000597448	0	0.000157515	0.05173263	0.004061851	9.45E-05	0	0.000127971	0.00110314	0.00573686	0.000286624	0
2.2	20	0.053217569	6.79E-05	0	0.000147231	0.070161128	0.001488475	1.64E-05	2.83E-05	0.666015411	0.125331781	0.000119392	0.000618347	0	0.000167011	0.040326427	0.004562354	7.52E-05	0	0.000159007	0.001224086	0.005798673	0.000304244	0
2.2	25	0.053790537	7.62E-05	0	0	0.053119926	0.001612938	6.62E-05	3.08E-05	0.682143416	0.129874781	9.84E-05	0.000640422	0	0.000177289	0.033221082	0.005125745	5.65E-05	0	0.000192463	0.001357081	0.005900428	0.00032567	0
2.3	0	0.041055886	9.92E-05	7.54E-05	0	0.296228344	0.001695972	0.000327074	3.56E-05	0.492627131	0.0830344	0	0.000495938	0	0.000163256	0.037321867	0.006526207	0	0	0.000300482	0.001593704	0.004771827	0.000344569	0
2.3	5	0.041733935	0.000105169	8.62E-05	0	0.178344852	0.001749147	0.00036134	3.72E-05	0.607755835	0.079142692	0	0.000492596	0	0.000165809	0.041220053	0.006849819	0	0	0.000318165	0.001660466	0.004869721	0.000356952	0
2.3	10	0.047579542	0.000124381	0.000108528	0	0.01962758	0.002009226	0.000441091	4.33E-05	0.738789033	0.083839382	0	0.000544687	0	0.000187569	0.050032287	0.007999373	0	0	0.000374209	0.001926103	0.005564211	0.000411812	0
2.3	15	0.057753367	0.000155703	0.000143081	0	0	0.002438942	0.000565278	5.31E-05	0.711552753	0.093746012	0	0.000636033	0	0.000224216	0.063146892	0.009862774	0	0	0.000463987	0.002360307	0.006755744	0.000501931	0
2.3	20	0.062605724	0.000173013	0.00016593	0	0	0.002622751	0.000638265	5.78E-05	0.694952507	0.092876248	0	0.000657328	0	0.000237411	0.069267033	0.010763482	0	0	0.000508564	0.002561815	0.007309034	0.000541733	0
2.3	25	0.051809043	0.000145845	0.000144833	0	0.027659037	0.002134627	0.000542931	4.75E-05	0.728398979	0.069779094	0	0.000513485	0	0.00019021	0.056188272	0.00888328	0	0	0.000421059	0.002104185	0.006022113	0.000442258	0
2.4	0	0.058367727	0.000140608	0.000140122	1.30E-05	0.630911374	0.001095283	0.000374391	2.54E-05	0.218283629	0.04198889	0	0.000123245	0	7.67E-05	0.00884575	0.005079946	0	0	0.000231566	0.001215886	0.005677994	0.000210063	0
2.4	5	0.065861396	0.0001504	0.000143479	0.000142494	0.361567614	0.001005804	0.000353793	2.30E-05	0.455182242	0.048245157	0	8.24E-05	0	6.56E-05	0.02896399	0.004719002	0	0	0.000210197	0.001149343	0.006200275	0.000183001	0
2.4	10	0.079732204	0.00017149	0.000154364	0.000300616	0.11595215	0.000939499	0.000341211	2.08E-05	0.643716219	0.06023001	0	3.49E-05	0	5.47E-05	0.059907133	0.004464732	0	0	0.000191463	0.001119322	0.007253082	0.000155531	0
2.4	15	0.0901337	0.000181461	0.000151279	0.000453973	0.041449049	0.000752105	0.000284516	1.57E-05	0.668081112	0.070823298	0	0	0	3.47E-05	0.092994749	0.003632193	4.49E-06	0	0.000144986	0.000959146	0.007913839	0.000101503	0
